rank,expanded_case_id,dataset,question_id,image_id,image_path,local_image_path,prompt,ground_truth,dense_prediction,sparse_prediction,ours_prediction,threshold_prediction,dense_is_correct,is_sparse_wrong,is_ours_correct,is_threshold_correct,case_group,semantic_type,structural_type,detailed_type,pope_category,candidate_reason,selection_note
258,GQA_15825125,gqa,15825125,955,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/955.jpg,data/kaggle_datasets/GQA/images/955.jpg,On what is the white animal sitting?,chair,Chair,Bench,Chair,Chair,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
259,GQA_17156710,gqa,17156710,2369002,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2369002.jpg,data/kaggle_datasets/GQA/images/2369002.jpg,Who is wearing clothes?,people,People,Woman,People,People,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
260,GQA_0435047,gqa,0435047,2362120,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2362120.jpg,data/kaggle_datasets/GQA/images/2362120.jpg,Is the black suitcase to the left or to the right of the man that is holding the bag?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
261,GQA_09344217,gqa,09344217,2334795,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2334795.jpg,data/kaggle_datasets/GQA/images/2334795.jpg,Which place is it?,parking lot,Parking lot,Street,Parking lot,Parking lot,True,True,True,True,ours_and_threshold_recovery,global,query,place,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
262,GQA_19358251,gqa,19358251,1159380,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/1159380.jpg,data/kaggle_datasets/GQA/images/1159380.jpg,Is the refrigerator on the left side or on the right of the image?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
263,POPE_adversarial_215,pope,adversarial_215,COCO_val2014_000000170517.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000170517.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000170517.jpg,Is there a car in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
264,POPE_popular_215,pope,popular_215,COCO_val2014_000000170517.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000170517.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000170517.jpg,Is there a car in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
265,POPE_random_204,pope,random_204,COCO_val2014_000000170517.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000170517.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000170517.jpg,Is there a car in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
266,GQA_00223209,gqa,00223209,2360994,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2360994.jpg,data/kaggle_datasets/GQA/images/2360994.jpg,The hair is of what color?,blond,Blond,Black,Blond,Blond,True,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
267,GQA_01106981,gqa,01106981,2356598,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2356598.jpg,data/kaggle_datasets/GQA/images/2356598.jpg,"In which part of the photo is the man, the top or the bottom?",top,Top,Bottom,Top,Top,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
268,GQA_02333675,gqa,02333675,1925,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/1925.jpg,data/kaggle_datasets/GQA/images/1925.jpg,Is the sky cloudy and white?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrs,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
269,GQA_03193282,gqa,03193282,2361610,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2361610.jpg,data/kaggle_datasets/GQA/images/2361610.jpg,"In which part of the photo is the skateboard, the top or the bottom?",bottom,Bottom,Top,Bottom,Bottom,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
270,GQA_04800740,gqa,04800740,2366663,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2366663.jpg,data/kaggle_datasets/GQA/images/2366663.jpg,Who is wearing shorts?,girl,Girl,Man,Girl,Girl,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
271,GQA_10595216,gqa,10595216,2404396,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2404396.jpg,data/kaggle_datasets/GQA/images/2404396.jpg,The grass is where?,yard,Yard,Ground,Yard,Yard,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
272,GQA_13831934,gqa,13831934,2355250,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2355250.jpg,data/kaggle_datasets/GQA/images/2355250.jpg,Is the fence to the right or to the left of the giraffe in the zoo?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
273,GQA_15163893,gqa,15163893,2395309,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2395309.jpg,data/kaggle_datasets/GQA/images/2395309.jpg,Is the woman to the right of the utensil holding wine?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,rel,verify,relVerifyCo,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
274,GQA_15884411,gqa,15884411,2386425,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2386425.jpg,data/kaggle_datasets/GQA/images/2386425.jpg,What is the vehicle that is on the street?,bus,Bus,Car,Bus,Bus,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
275,GQA_17836627,gqa,17836627,2391143,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2391143.jpg,data/kaggle_datasets/GQA/images/2391143.jpg,On which side of the picture are the curtains?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
276,GQA_17891088,gqa,17891088,2403109,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2403109.jpg,data/kaggle_datasets/GQA/images/2403109.jpg,What is the device on the shelf?,laptop,Laptop,Computer,Laptop,Laptop,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
277,GQA_181031828,gqa,181031828,2323054,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2323054.jpg,data/kaggle_datasets/GQA/images/2323054.jpg,On which side of the picture is the chair?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
278,GQA_19535561,gqa,19535561,2336202,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2336202.jpg,data/kaggle_datasets/GQA/images/2336202.jpg,Where is the horse?,beach,Beach,In front,Beach,Beach,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
279,POPE_adversarial_473,pope,adversarial_473,COCO_val2014_000000332625.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000332625.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000332625.jpg,Is there an airplane in the imange?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
280,POPE_popular_473,pope,popular_473,COCO_val2014_000000332625.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000332625.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000332625.jpg,Is there an airplane in the imange?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
281,GQA_16230219,gqa,16230219,2390071,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2390071.jpg,data/kaggle_datasets/GQA/images/2390071.jpg,Are the green onions on the left of the picture?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerifyC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
282,GQA_00576828,gqa,00576828,2405114,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2405114.jpg,data/kaggle_datasets/GQA/images/2405114.jpg,What kind of fruit is to the left of the drink in the top part of the image?,orange,Orange,Apple,Orange,Orange,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
283,GQA_05898152,gqa,05898152,2373975,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2373975.jpg,data/kaggle_datasets/GQA/images/2373975.jpg,Does the sky look gray and clear?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrsC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
284,GQA_09759805,gqa,09759805,2340459,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2340459.jpg,data/kaggle_datasets/GQA/images/2340459.jpg,Which side of the image is the girl on?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
285,GQA_10981437,gqa,10981437,2390101,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2390101.jpg,data/kaggle_datasets/GQA/images/2390101.jpg,On which side is the catcher?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
286,GQA_02148815,gqa,02148815,2395042,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2395042.jpg,data/kaggle_datasets/GQA/images/2395042.jpg,Is the truck to the left or to the right of the vehicle that is parked near the street?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
287,GQA_0660580,gqa,0660580,2386438,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2386438.jpg,data/kaggle_datasets/GQA/images/2386438.jpg,The person to the left of the scissors is sitting on what?,rug,Rug,Floor,Rug,Rug,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
288,GQA_08264127,gqa,08264127,2320421,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2320421.jpg,data/kaggle_datasets/GQA/images/2320421.jpg,Are there both windows and doors in the photo?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existAnd,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
289,GQA_18266115,gqa,18266115,2387071,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2387071.jpg,data/kaggle_datasets/GQA/images/2387071.jpg,What is the man pushing?,cart,Cart,Shopping cart,Cart,Cart,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
290,GQA_05856352,gqa,05856352,2355023,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2355023.jpg,data/kaggle_datasets/GQA/images/2355023.jpg,Is there a bag to the left of the man that is pushing the luggage?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
291,GQA_06792703,gqa,06792703,2404878,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2404878.jpg,data/kaggle_datasets/GQA/images/2404878.jpg,Who is in front of the sink?,boy,Boy,Man,Boy,Boy,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
292,GQA_16405118,gqa,16405118,107905,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/107905.jpg,data/kaggle_datasets/GQA/images/107905.jpg,Does the table that is not big look black and round?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrs,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
